# ----------------------------------------
# Основной
# Статистика по пользователям
# 20170501-20170618
# ----------------------------------------

Идентификатор клиента,Сеансы,Сред. длительность сеанса,Показатель отказов,Доход,Транзакции,Коэффициент конверсии цели
1000716523.1497539604,1,00:00:14,"0,00 %","0,00 ₽",0,"0,00 %"
100242970.1495436067,1,00:00:15,"0,00 %","0,00 ₽",0,"0,00 %"
1003561190.1497560594,1,00:06:55,"0,00 %","0,00 ₽",0,"0,00 %"
1003722986.1496212869,1,00:00:14,"0,00 %","0,00 ₽",0,"100,00 %"
100439986.1494511918,1,00:01:02,"0,00 %","0,00 ₽",0,"0,00 %"
1004671084.1495878011,1,00:00:54,"0,00 %","0,00 ₽",0,"0,00 %"
1006400330.1495032887,1,00:01:22,"0,00 %","0,00 ₽",0,"0,00 %"
1006707535.1494516122,1,00:00:00,"100,00 %","0,00 ₽",0,"0,00 %"
1011183325.1494516324,1,00:01:32,"0,00 %","0,00 ₽",0,"0,00 %"
1012129831.1497195415,1,00:01:01,"0,00 %","0,00 ₽",0,"0,00 %"
1012461956.1494269378,1,00:00:14,"0,00 %","0,00 ₽",0,"0,00 %"
1012569439.1495444316,1,00:00:15,"0,00 %","0,00 ₽",0,"0,00 %"
1012862837.1497436216,1,00:00:15,"0,00 %","0,00 ₽",0,"0,00 %"
1013456469.1497531074,1,00:00:14,"0,00 %","0,00 ₽",0,"0,00 %"
1017040158.1494994845,1,00:00:00,"100,00 %","0,00 ₽",0,"0,00 %"
1019439619.1497542674,1,00:00:05,"0,00 %","0,00 ₽",0,"0,00 %"
1020199050.1493795070,1,00:02:39,"0,00 %","0,00 ₽",0,"0,00 %"
1022371340.1495384030,1,00:00:00,"100,00 %","0,00 ₽",0,"0,00 %"
1022569178.1496926566,1,00:06:51,"0,00 %","0,00 ₽",0,"100,00 %"
1023227830.1494586691,1,00:02:09,"0,00 %","0,00 ₽",0,"0,00 %"
1025174083.1496741900,1,00:00:15,"0,00 %","0,00 ₽",0,"0,00 %"
102588277.1495623545,1,00:00:00,"100,00 %","0,00 ₽",0,"0,00 %"
1026687710.1496609465,1,00:00:15,"0,00 %","0,00 ₽",0,"0,00 %"
1027401267.1495202872,1,00:00:00,"100,00 %","0,00 ₽",0,"0,00 %"
1027632544.1494930788,1,00:00:15,"0,00 %","0,00 ₽",0,"0,00 %"
102935726.1493670032,1,00:01:54,"0,00 %","0,00 ₽",0,"0,00 %"
102979623.1493749023,1,00:01:11,"0,00 %","0,00 ₽",0,"0,00 %"
1031193553.1496071402,1,00:12:36,"0,00 %","0,00 ₽",0,"0,00 %"
1031258955.1494315711,1,00:04:56,"0,00 %","0,00 ₽",0,"0,00 %"
1031395790.1491906429,1,00:00:40,"0,00 %","0,00 ₽",0,"0,00 %"
103162762.1496190750,1,00:00:08,"0,00 %","0,00 ₽",0,"0,00 %"
1032691179.1497705161,1,00:00:15,"0,00 %","0,00 ₽",0,"100,00 %"
1032914776.1496487685,1,00:00:49,"0,00 %","0,00 ₽",0,"0,00 %"
1033216432.1494188321,1,00:00:14,"0,00 %","0,00 ₽",0,"0,00 %"
1033396409.1497561567,1,00:00:13,"0,00 %","0,00 ₽",0,"0,00 %"
1033771527.1494613122,1,00:01:02,"0,00 %","0,00 ₽",0,"0,00 %"
1035035430.1494744588,1,00:07:16,"0,00 %","0,00 ₽",0,"0,00 %"
1036069413.1494950008,1,00:00:15,"0,00 %","0,00 ₽",0,"0,00 %"
